iteration,iteration-mean-cost,best-cost
2334,12893.8,8748.8
2335,12940.9,8748.8
2336,13272.4,8748.8
2337,13359.9,8748.8
2338,13315.6,8748.8
2339,12978.3,8748.8
2340,13017.9,8748.8
2341,12784.6,8748.8
2342,13137.8,8748.8
2343,13499.8,8748.8
2344,13347.8,8748.8
2345,13714.5,8748.8
2346,13593.9,8748.8
2347,13037.5,8748.8
2348,13508.8,8748.8
2349,12751.4,8748.8
2350,13080.0,8748.8
2351,13185.7,8748.8
2352,12969.3,8748.8
2353,13454.8,8748.8
2354,13307.8,8748.8
2355,13220.9,8748.8
2356,13236.0,8748.8
2357,13001.4,8748.8
2358,13438.9,8748.8
2359,12960.6,8748.8
2360,13058.0,8748.8
2361,13159.2,8748.8
2362,12594.1,8748.8
2363,13158.6,8748.8
2364,12581.9,8748.8
2365,12595.1,8748.8
2366,12997.2,8748.8
2367,12951.5,8748.8
2368,13357.1,8748.8
2369,12838.2,8748.8
2370,13380.7,8748.8
2371,12913.6,8748.8
2372,12495.9,8748.8
2373,13117.5,8748.8
2374,12984.6,8748.8
2375,12996.6,8748.8
2376,13147.2,8748.8
2377,13140.9,8748.8
2378,12950.0,8748.8
2379,13162.6,8748.8
2380,12846.9,8748.8
2381,12607.3,8748.8
2382,12830.0,8748.8
2383,13303.3,8748.8
2384,12859.1,8748.8
2385,13167.7,8748.8
2386,13170.6,8748.8
2387,13507.0,8748.8
2388,13516.5,8748.8
2389,13052.1,8748.8
2390,13651.7,8748.8
2391,12866.3,8748.8
2392,12948.6,8748.8
2393,13272.8,8748.8
2394,12710.5,8748.8
2395,12821.4,8748.8
2396,13182.7,8748.8
2397,13200.2,8748.8
2398,13080.7,8748.8
2399,12718.4,8748.8
2400,13350.6,8748.8
2401,12987.1,8748.8
2402,13134.1,8748.8
2403,13361.9,8748.8
2404,13469.7,8748.8
2405,13257.2,8748.8
2406,12790.9,8748.8
2407,13734.2,8748.8
2408,13127.6,8748.8
2409,13230.3,8748.8
2410,13480.4,8748.8
2411,13107.9,8748.8
2412,12614.1,8748.8
2413,13314.5,8748.8
2414,13523.0,8748.8
2415,13297.3,8748.8
2416,13124.3,8748.8
2417,13103.9,8748.8
2418,13254.3,8748.8
2419,12894.9,8748.8
2420,12825.3,8748.8
2421,13292.1,8748.8
2422,13134.6,8748.8
2423,13140.8,8748.8
2424,13067.0,8748.8
2425,13671.5,8748.8
2426,13219.9,8748.8
2427,13279.3,8748.8
2428,13569.5,8748.8
2429,13495.1,8748.8
2430,13288.1,8748.8
2431,13276.6,8748.8
2432,12666.9,8748.8
2433,13216.7,8748.8
2434,13282.7,8748.8
2435,13198.7,8748.8
2436,13348.9,8748.8
2437,13281.4,8748.8
2438,13502.3,8748.8
2439,13191.1,8748.8
2440,13018.9,8748.8
2441,13527.9,8748.8
2442,13277.5,8748.8
2443,13634.9,8748.8
2444,13210.9,8748.8
2445,13104.3,8748.8
2446,12912.5,8748.8
2447,13347.2,8748.8
2448,12665.1,8748.8
2449,13513.3,8748.8
2450,13102.2,8748.8
2451,13245.7,8748.8
2452,12508.5,8748.8
2453,12558.6,8748.8
2454,12847.0,8748.8
2455,12733.3,8748.8
2456,12708.3,8748.8
2457,12854.8,8748.8
2458,13312.1,8748.8
2459,13383.3,8748.8
2460,13228.2,8748.8
2461,13051.6,8748.8
2462,12800.5,8748.8
2463,12988.5,8748.8
2464,12964.0,8748.8
2465,13277.9,8748.8
2466,12957.3,8748.8
2467,12914.7,8748.8
2468,13011.9,8748.8
2469,12931.6,8748.8
2470,12993.7,8748.8
2471,12689.7,8748.8
2472,12414.8,8748.8
2473,13199.0,8748.8
2474,12988.5,8748.8
2475,13095.2,8748.8
2476,13232.7,8748.8
2477,13552.2,8748.8
2478,12913.3,8748.8
2479,13291.1,8748.8
2480,13186.3,8748.8
2481,12924.7,8748.8
2482,13268.7,8748.8
2483,13580.8,8748.8
2484,13386.7,8748.8
2485,13189.3,8748.8
2486,12946.8,8748.8
2487,13193.3,8748.8
2488,12822.9,8748.8
2489,12992.6,8748.8
2490,13332.0,8748.8
2491,13219.2,8748.8
2492,13182.4,8748.8
2493,12806.5,8748.8
2494,13238.1,8748.8
2495,13239.6,8748.8
2496,14107.5,8748.8
2497,13712.0,8748.8
2498,13561.9,8748.8
2499,13191.4,8748.8
2500,12757.1,8748.8
2501,12830.1,8748.8
2502,12635.7,8748.8
2503,13287.8,8748.8
2504,12970.6,8748.8
2505,13233.1,8748.8
2506,12956.7,8748.8
2507,13391.8,8748.8
2508,13282.6,8748.8
2509,13463.0,8748.8
2510,12828.2,8748.8
2511,13694.2,8748.8
2512,12864.3,8748.8
2513,12641.1,8748.8
2514,13034.3,8748.8
2515,13037.3,8748.8
2516,12869.9,8748.8
2517,12833.7,8748.8
2518,13259.0,8748.8
2519,13362.1,8748.8
2520,13242.7,8748.8
2521,13393.0,8748.8
2522,13378.7,8748.8
2523,13573.0,8748.8
2524,13608.3,8748.8
2525,13218.1,8748.8
2526,12998.4,8748.8
2527,13417.5,8748.8
2528,13361.2,8748.8
2529,13096.0,8748.8
2530,13107.9,8748.8
2531,13342.6,8748.8
2532,12466.8,8748.8
2533,13001.3,8748.8
2534,13121.9,8748.8
2535,12783.5,8748.8
2536,13048.6,8748.8
2537,13544.8,8748.8
2538,13129.4,8748.8
2539,12792.9,8748.8
2540,13265.3,8748.8
2541,12537.6,8748.8
2542,13232.3,8748.8
2543,13176.1,8748.8
2544,13095.4,8748.8
2545,13019.8,8748.8
2546,13062.7,8748.8
2547,12822.1,8748.8
2548,13259.8,8748.8
2549,13031.7,8748.8
2550,13193.6,8748.8
2551,12696.9,8748.8
2552,13360.9,8748.8
2553,13428.5,8748.8
2554,13160.3,8748.8
2555,13424.5,8748.8
2556,13145.6,8748.8
2557,13351.3,8748.8
2558,13423.2,8748.8
2559,13537.7,8748.8
2560,13102.4,8748.8
2561,13450.3,8748.8
2562,12870.2,8748.8
2563,13475.9,8748.8
2564,12925.8,8748.8
2565,13408.0,8748.8
2566,13052.0,8748.8
2567,12516.9,8748.8
2568,13426.4,8748.8
2569,13159.5,8748.8
2570,13461.9,8748.8
2571,13580.1,8748.8
2572,13417.2,8748.8
2573,13398.8,8748.8
2574,12635.2,8748.8
2575,13006.0,8748.8
2576,13167.9,8748.8
2577,13307.4,8748.8
2578,13467.4,8748.8
2579,13386.8,8748.8
2580,13174.3,8748.8
2581,13398.3,8748.8
2582,12942.9,8748.8
2583,12380.8,8748.8
2584,12916.2,8748.8
2585,13209.2,8748.8
2586,13251.2,8748.8
2587,12822.4,8748.8
2588,12920.9,8748.8
2589,12884.4,8748.8
2590,12745.4,8748.8
2591,12918.4,8748.8
2592,12924.3,8748.8
2593,13241.6,8748.8
2594,13015.5,8748.8
2595,12722.7,8748.8
2596,13038.0,8748.8
2597,13222.7,8748.8
2598,12585.4,8748.8
2599,12644.7,8748.8
2600,13070.3,8748.8
2601,12959.7,8748.8
2602,12839.2,8748.8
2603,12987.3,8748.8
2604,12705.0,8748.8
2605,12884.3,8748.8
2606,13419.6,8748.8
2607,13069.7,8748.8
2608,13939.3,8748.8
2609,13444.5,8748.8
2610,13226.2,8748.8
2611,13210.2,8748.8
2612,13160.8,8748.8
2613,13528.8,8748.8
2614,13273.9,8748.8
2615,13063.6,8748.8
2616,13156.6,8748.8
2617,13571.5,8748.8
2618,13711.4,8748.8
2619,13667.6,8748.8
2620,13344.2,8748.8
2621,13031.9,8748.8
2622,12144.8,8748.8
2623,13187.8,8748.8
2624,13281.2,8748.8
2625,13513.1,8748.8
2626,12970.8,8748.8
2627,13116.6,8748.8
2628,13258.8,8748.8
2629,13133.6,8748.8
2630,12949.7,8748.8
2631,13065.9,8748.8
2632,13104.5,8748.8
2633,12854.3,8748.8
2634,13256.5,8748.8
2635,12911.0,8748.8
2636,12944.2,8748.8
2637,13718.8,8748.8
2638,13618.9,8748.8
2639,13275.6,8748.8
2640,12885.5,8748.8
2641,12948.9,8748.8
2642,13231.4,8748.8
2643,13211.3,8748.8
2644,13103.0,8748.8
2645,13204.3,8748.8
2646,12773.4,8748.8
2647,13162.6,8748.8
2648,13122.4,8748.8
2649,13023.0,8748.8
2650,12573.0,8748.8
2651,13008.9,8748.8
2652,12987.8,8748.8
2653,13370.8,8748.8
2654,13081.8,8748.8
2655,13023.3,8748.8
2656,13115.3,8748.8
2657,13111.7,8748.8
2658,12723.3,8748.8
2659,13359.4,8748.8
2660,12891.7,8748.8
2661,13111.0,8748.8
2662,13241.9,8748.8
2663,13036.4,8748.8
2664,12828.1,8748.8
2665,12923.1,8748.8
2666,13373.9,8748.8
2667,12778.0,8748.8
2668,13412.0,8748.8
2669,13320.3,8748.8
2670,13154.3,8748.8
2671,13167.7,8748.8
2672,13120.0,8748.8
2673,13232.1,8748.8
2674,12919.6,8748.8
2675,13098.5,8748.8
2676,12594.8,8748.8
2677,13240.0,8748.8
2678,13411.0,8748.8
2679,13290.5,8748.8
2680,12840.7,8748.8
2681,13124.1,8748.8
2682,13518.4,8748.8
2683,13607.6,8748.8
2684,13510.5,8748.8
2685,12997.4,8748.8
2686,13211.9,8748.8
2687,12945.4,8748.8
2688,12793.3,8748.8
2689,13043.0,8748.8
2690,12924.1,8748.8
2691,13165.2,8748.8
2692,12921.3,8748.8
2693,12713.0,8748.8
2694,12593.7,8748.8
2695,13524.8,8748.8
2696,13345.4,8748.8
2697,13919.0,8748.8
2698,12877.0,8748.8
2699,12974.0,8748.8
2700,12929.2,8748.8
2701,13128.5,8748.8
2702,12854.7,8748.8
2703,13183.5,8748.8
2704,12861.4,8748.8
2705,12957.0,8748.8
2706,12744.5,8748.8
2707,12715.7,8748.8
2708,13092.9,8748.8
2709,13031.2,8748.8
2710,12434.1,8748.8
2711,13366.7,8748.8
2712,13060.6,8748.8
2713,12943.8,8748.8
2714,12899.2,8748.8
2715,13467.0,8748.8
2716,13322.4,8748.8
2717,13257.0,8748.8
2718,13114.8,8748.8
2719,13008.1,8748.8
2720,13328.0,8748.8
2721,12759.5,8748.8
2722,13748.8,8748.8
2723,13174.0,8748.8
2724,13061.3,8748.8
2725,12927.8,8748.8
2726,13337.5,8748.8
2727,13614.4,8748.8
2728,13030.4,8748.8
2729,13504.6,8748.8
2730,13145.7,8748.8
2731,13199.8,8748.8
2732,13171.7,8748.8
2733,13565.2,8748.8
2734,13110.1,8748.8
2735,13166.4,8748.8
2736,12685.0,8748.8
2737,13099.8,8748.8
2738,12869.2,8748.8
2739,12724.3,8748.8
2740,13114.8,8748.8
2741,12341.0,8748.8
2742,13173.0,8748.8
2743,12744.6,8748.8
2744,13575.1,8748.8
2745,13451.7,8748.8
2746,12875.4,8748.8
2747,12575.5,8748.8
2748,13059.4,8748.8
2749,13152.5,8748.8
2750,13154.5,8748.8
2751,13161.2,8748.8
2752,13089.0,8748.8
2753,13274.8,8748.8
2754,12923.9,8748.8
2755,13563.9,8748.8
2756,12973.6,8748.8
2757,13762.4,8748.8
2758,12974.1,8748.8
2759,13774.0,8748.8
2760,13580.7,8748.8
2761,13187.1,8748.8
2762,13220.1,8748.8
2763,13389.5,8748.8
2764,12581.7,8748.8
2765,12688.0,8748.8
2766,13707.8,8748.8
2767,13114.7,8748.8
2768,13285.6,8748.8
2769,13157.1,8748.8
2770,13697.2,8748.8
2771,12951.8,8748.8
2772,12782.3,8748.8
2773,12895.8,8748.8
2774,13428.3,8748.8
2775,13376.0,8748.8
2776,13237.8,8748.8
2777,13074.5,8748.8
2778,13491.8,8748.8
2779,13772.0,8748.8
2780,13428.2,8748.8
2781,13688.9,8748.8
2782,13632.6,8748.8
2783,13552.0,8748.8
2784,13217.3,8748.8
2785,13225.8,8748.8
2786,12717.8,8748.8
2787,12994.7,8748.8
2788,13174.7,8748.8
2789,12686.4,8748.8
2790,13004.0,8748.8
2791,12781.5,8748.8
2792,13208.6,8748.8
2793,12692.8,8748.8
2794,12957.6,8748.8
2795,13204.3,8748.8
2796,12991.3,8748.8
2797,13012.1,8748.8
2798,12834.3,8748.8
2799,13278.0,8748.8
2800,12682.5,8748.8
2801,13452.0,8748.8
2802,13131.6,8748.8
2803,12499.6,8748.8
2804,13038.6,8748.8
2805,12678.3,8748.8
2806,12763.3,8748.8
2807,13111.0,8748.8
2808,12536.7,8748.8
2809,12957.6,8748.8
2810,12724.5,8748.8
2811,13452.3,8748.8
2812,13047.2,8748.8
2813,13176.0,8748.8
2814,13129.5,8748.8
2815,12798.7,8748.8
2816,13559.2,8748.8
2817,13165.0,8748.8
2818,13240.8,8748.8
2819,13221.8,8748.8
2820,12871.8,8748.8
2821,12776.1,8748.8
2822,12488.2,8748.8
2823,13153.8,8748.8
2824,13146.9,8748.8
2825,13230.3,8748.8
2826,13184.5,8748.8
2827,13292.2,8748.8
2828,13414.2,8748.8
2829,13159.9,8748.8
2830,13393.1,8748.8
2831,12960.3,8748.8
2832,13705.8,8748.8
2833,13565.9,8748.8
2834,13245.5,8748.8
2835,13019.9,8748.8
2836,12947.6,8748.8
2837,13713.5,8748.8
2838,12882.0,8748.8
2839,13003.1,8748.8
2840,12793.4,8748.8
2841,12861.3,8748.8
2842,13212.7,8748.8
2843,13276.2,8748.8
2844,12871.0,8748.8
2845,13111.7,8748.8
2846,13002.3,8748.8
2847,12847.7,8748.8
2848,13075.2,8748.8
2849,13494.0,8748.8
2850,13123.0,8748.8
2851,13132.8,8748.8
2852,12839.2,8748.8
2853,13214.8,8748.8
2854,13154.0,8748.8
2855,13661.3,8748.8
2856,13390.1,8748.8
2857,13096.6,8748.8
2858,13269.7,8748.8
2859,13047.5,8748.8
2860,13236.3,8748.8
2861,12824.8,8748.8
2862,13706.7,8748.8
2863,13748.1,8748.8
2864,13503.1,8748.8
2865,13361.1,8748.8
2866,13405.9,8748.8
2867,13088.6,8748.8
2868,12856.3,8748.8
2869,13170.8,8748.8
2870,13115.8,8748.8
2871,13237.5,8748.8
2872,12782.1,8748.8
2873,13075.1,8748.8
2874,13841.2,8748.8
2875,12984.8,8748.8
2876,13560.9,8748.8
2877,12732.0,8748.8
2878,12559.3,8748.8
2879,12775.2,8748.8
2880,12802.9,8748.8
2881,12890.7,8748.8
2882,13213.6,8748.8
2883,13287.9,8748.8
2884,13080.5,8748.8
2885,13308.0,8748.8
2886,13329.3,8748.8
2887,12581.3,8748.8
2888,13066.5,8748.8
2889,13384.6,8748.8
2890,13429.8,8748.8
2891,12820.7,8748.8
2892,12336.3,8748.8
2893,12594.5,8748.8
2894,13388.2,8748.8
2895,13111.9,8748.8
2896,13167.3,8748.8
2897,13966.7,8748.8
2898,12972.3,8748.8
2899,13166.5,8748.8
2900,13653.9,8748.8
2901,13613.2,8748.8
2902,13704.3,8748.8
2903,13121.9,8748.8
2904,13261.7,8748.8
2905,13123.2,8748.8
2906,12920.4,8748.8
2907,12986.7,8748.8
2908,12514.5,8748.8
2909,13139.0,8748.8
2910,13211.9,8748.8
2911,13003.9,8748.8
2912,12930.7,8748.8
2913,13595.5,8748.8
2914,12681.1,8748.8
2915,12994.5,8748.8
2916,12939.6,8748.8
2917,12629.0,8748.8
2918,12642.9,8748.8
2919,13375.1,8748.8
2920,12601.5,8748.8
2921,13690.3,8748.8
2922,13384.9,8748.8
2923,13266.7,8748.8
2924,13114.9,8748.8
2925,13100.5,8748.8
2926,13128.5,8748.8
2927,13030.4,8748.8
2928,13238.5,8748.8
2929,13034.3,8748.8
2930,13049.3,8748.8
2931,13058.1,8748.8
2932,12616.4,8748.8
2933,12978.4,8748.8
2934,12846.6,8748.8
2935,12850.0,8748.8
2936,12920.5,8748.8
2937,13083.9,8748.8
2938,12796.0,8748.8
2939,13054.5,8748.8
2940,12906.6,8748.8
2941,13216.8,8748.8
2942,13226.3,8748.8
2943,13125.3,8748.8
2944,13210.8,8748.8
2945,13515.5,8748.8
2946,13056.0,8748.8
2947,13151.4,8748.8
2948,13459.4,8748.8
2949,13638.8,8748.8
2950,13289.3,8748.8
2951,13142.2,8748.8
2952,13410.7,8748.8
2953,13521.8,8748.8
2954,13813.9,8748.8
2955,13143.0,8748.8
2956,13172.6,8748.8
2957,13255.7,8748.8
2958,13206.9,8748.8
2959,13125.6,8748.8
2960,13186.3,8748.8
2961,13133.4,8748.8
2962,13203.3,8748.8
2963,12863.7,8748.8
2964,13237.6,8748.8
2965,13002.4,8748.8
2966,13537.3,8748.8
2967,13177.6,8748.8
2968,13392.2,8748.8
2969,13215.6,8748.8
2970,13245.2,8748.8
2971,13081.0,8748.8
2972,12974.9,8748.8
2973,12453.3,8748.8
2974,13302.0,8748.8
2975,13577.9,8748.8
2976,13183.8,8748.8
2977,12873.0,8748.8
2978,12666.3,8748.8
2979,13170.9,8748.8
2980,13348.3,8748.8
2981,13445.4,8748.8
2982,13341.9,8748.8
2983,13079.3,8748.8
2984,13083.1,8748.8
2985,13492.6,8748.8
2986,13214.7,8748.8
2987,12990.8,8748.8
2988,12995.7,8748.8
2989,13518.1,8748.8
2990,12938.5,8748.8
2991,12981.5,8748.8
2992,13261.8,8748.8
2993,13341.9,8748.8
2994,12710.2,8748.8
2995,13698.6,8748.8
2996,13172.1,8748.8
2997,13483.7,8748.8
2998,13855.2,8748.8
2999,13029.3,8748.8
3000,12951.6,8748.8
3001,13583.3,8748.8
3002,12528.4,8748.8
3003,13448.2,8748.8
3004,13066.2,8748.8
3005,13088.6,8748.8
3006,13203.7,8748.8
3007,12932.0,8748.8
3008,12920.0,8748.8
3009,12903.8,8748.8
3010,12888.9,8748.8
3011,12925.0,8748.8
3012,12777.2,8748.8
3013,12874.8,8748.8
3014,12692.7,8748.8
3015,12950.0,8748.8
3016,12930.4,8748.8
3017,13099.4,8748.8
3018,13247.6,8748.8
3019,13029.4,8748.8
3020,13252.7,8748.8
3021,13481.6,8748.8
3022,13692.9,8748.8
3023,13322.4,8748.8
3024,13592.3,8748.8
3025,13778.1,8748.8
3026,13653.2,8748.8
3027,13754.3,8748.8
3028,12788.7,8748.8
3029,13115.7,8748.8
3030,13424.3,8748.8
3031,13323.9,8748.8
3032,13366.2,8748.8
3033,12899.8,8748.8
3034,13191.3,8748.8
3035,13300.8,8748.8
3036,12652.4,8748.8
3037,12709.3,8748.8
3038,12691.8,8748.8
3039,12943.0,8748.8
3040,13397.1,8748.8
3041,13208.8,8748.8
3042,13260.5,8748.8
3043,13234.6,8748.8
3044,13149.2,8748.8
3045,13254.7,8748.8
3046,13607.7,8748.8
3047,13799.6,8748.8
3048,12905.5,8748.8
3049,13283.8,8748.8
3050,13491.0,8748.8
3051,13510.1,8748.8
3052,13380.6,8748.8
3053,12851.2,8748.8
3054,13365.6,8748.8
3055,13252.8,8748.8
3056,13341.1,8748.8
3057,12945.7,8748.8
3058,12876.5,8748.8
3059,12877.6,8748.8
3060,12744.0,8748.8
3061,13418.3,8748.8
3062,13591.3,8748.8
3063,13258.1,8748.8
3064,13187.1,8748.8
3065,13239.5,8748.8
3066,13218.4,8748.8
3067,13091.6,8748.8
3068,12668.7,8748.8
3069,13123.4,8748.8
3070,13095.1,8748.8
3071,13494.5,8748.8
3072,13388.1,8748.8
3073,13099.2,8748.8
3074,13299.1,8748.8
3075,13478.0,8748.8
3076,12639.4,8748.8
3077,13477.0,8748.8
3078,13479.7,8748.8
3079,12966.4,8748.8
3080,13346.0,8748.8
3081,13182.2,8748.8
3082,13493.0,8748.8
3083,13137.2,8748.8
3084,12897.2,8748.8
3085,13244.0,8748.8
3086,13291.0,8748.8
3087,12885.3,8748.8
3088,13194.6,8748.8
3089,13482.3,8748.8
3090,13434.4,8748.8
3091,13005.1,8748.8
3092,13234.8,8748.8
3093,13164.5,8748.8
3094,13375.4,8748.8
3095,13016.0,8748.8
3096,13169.1,8748.8
3097,13377.7,8748.8
3098,13378.2,8748.8
3099,13204.4,8748.8
3100,13385.3,8748.8
3101,13605.3,8748.8
3102,13207.8,8748.8
3103,12848.2,8748.8
3104,13258.0,8748.8
3105,13880.1,8748.8
3106,13618.8,8748.8
3107,13177.6,8748.8
3108,12955.9,8748.8
3109,12768.1,8748.8
3110,13082.7,8748.8
3111,12668.3,8748.8
3112,13575.1,8748.8
3113,13002.6,8748.8
3114,12979.2,8748.8
3115,13573.7,8748.8
3116,13403.2,8748.8
3117,13410.5,8748.8
3118,13075.8,8748.8
3119,12971.9,8748.8
3120,13180.8,8748.8
3121,13214.5,8748.8
3122,13091.2,8748.8
3123,12936.9,8748.8
3124,13870.8,8748.8
3125,13063.7,8748.8
3126,13188.7,8748.8
3127,13017.8,8748.8
3128,13357.1,8748.8
3129,12940.5,8748.8
3130,12987.0,8748.8
3131,13045.1,8748.8
3132,13568.1,8748.8
3133,13409.9,8748.8
3134,13024.7,8748.8
3135,13111.4,8748.8
3136,13229.9,8748.8
3137,13170.6,8748.8
3138,13167.2,8748.8
3139,13462.9,8748.8
3140,13104.4,8748.8
3141,12908.3,8748.8
3142,13319.8,8748.8
3143,13458.5,8748.8
3144,13302.5,8748.8
3145,12788.8,8748.8
3146,12953.8,8748.8
3147,13024.4,8748.8
3148,12830.7,8748.8
3149,13263.4,8748.8
3150,13164.6,8748.8
3151,13246.8,8748.8
3152,13189.6,8748.8
3153,13197.5,8748.8
3154,13509.1,8748.8
3155,13069.7,8748.8
3156,13404.3,8748.8
3157,13636.4,8748.8
3158,13213.2,8748.8
3159,13336.5,8748.8
3160,13540.6,8748.8
3161,13423.0,8748.8
3162,13212.4,8748.8
3163,13023.7,8748.8
3164,12694.3,8748.8
3165,13543.6,8748.8
3166,13210.6,8748.8
3167,13005.5,8748.8
3168,13095.2,8748.8
3169,13062.8,8748.8
3170,12671.6,8748.8
3171,13045.1,8748.8
3172,13407.5,8748.8
3173,13124.9,8748.8
3174,12987.2,8748.8
3175,13026.0,8748.8
3176,13741.3,8748.8
3177,12986.9,8748.8
3178,12959.5,8748.8
3179,13330.3,8748.8
3180,12635.5,8748.8
3181,12853.1,8748.8
3182,13019.5,8748.8
3183,13131.3,8748.8
3184,12898.1,8748.8
3185,12938.9,8748.8
3186,13015.1,8748.8
3187,13179.9,8748.8
3188,13313.1,8748.8
3189,13180.5,8748.8
3190,13121.9,8748.8
3191,13212.4,8748.8
3192,13493.6,8748.8
3193,13017.1,8748.8
3194,13177.0,8748.8
3195,12736.4,8748.8
3196,12703.0,8748.8
3197,13007.0,8748.8
3198,12945.8,8748.8
3199,12979.7,8748.8
3200,13021.9,8748.8
3201,13446.2,8748.8
3202,13201.1,8748.8
3203,13442.0,8748.8
3204,13543.0,8748.8
3205,13320.1,8748.8
3206,13420.0,8748.8
3207,13292.2,8748.8
3208,13233.1,8748.8
3209,12938.7,8748.8
3210,12998.2,8748.8
3211,12859.9,8748.8
3212,13123.9,8748.8
3213,13214.9,8748.8
3214,12874.9,8748.8
3215,13194.2,8748.8
3216,12833.1,8748.8
3217,13645.9,8748.8
3218,12709.0,8748.8
3219,13303.4,8748.8
3220,13389.3,8748.8
3221,13192.7,8748.8
3222,13126.1,8748.8
3223,13071.1,8748.8
3224,13474.8,8748.8
3225,13152.0,8748.8
3226,13446.6,8748.8
3227,13867.8,8748.8
3228,13048.4,8748.8
3229,13043.6,8748.8
3230,13410.9,8748.8
3231,12930.3,8748.8
3232,13087.4,8748.8
3233,13687.5,8748.8
3234,12874.7,8748.8
3235,12586.8,8748.8
3236,13783.7,8748.8
3237,12871.9,8748.8
3238,12882.9,8748.8
3239,13159.7,8748.8
3240,13331.0,8748.8
3241,13246.9,8748.8
3242,13200.6,8748.8
3243,12957.1,8748.8
3244,13627.6,8748.8
3245,13551.5,8748.8
3246,13393.8,8748.8
3247,13309.9,8748.8
3248,13441.9,8748.8
3249,12883.1,8748.8
3250,13264.6,8748.8
3251,12757.8,8748.8
3252,13335.0,8748.8
3253,13227.6,8748.8
3254,13684.6,8748.8
3255,13381.7,8748.8
3256,13319.4,8748.8
3257,12829.3,8748.8
3258,12877.5,8748.8
3259,13575.0,8748.8
3260,12945.1,8748.8
3261,12409.0,8748.8
3262,12986.8,8748.8
3263,13021.0,8748.8
3264,13357.3,8748.8
3265,13078.7,8748.8
3266,13099.0,8748.8
3267,13148.8,8748.8
3268,13165.0,8748.8
3269,13229.6,8748.8
3270,13396.0,8748.8
3271,13379.8,8748.8
3272,13567.7,8748.8
3273,12818.3,8748.8
3274,13614.0,8748.8
3275,13092.0,8748.8
3276,13348.8,8748.8
3277,13051.8,8748.8
3278,13407.1,8748.8
3279,12895.0,8748.8
3280,13402.4,8748.8
3281,13163.8,8748.8
3282,13353.8,8748.8
3283,13139.4,8748.8
3284,13608.1,8748.8
3285,13796.2,8748.8
3286,12676.6,8748.8
3287,13672.3,8748.8
3288,12944.1,8748.8
3289,13331.4,8748.8
3290,13368.1,8748.8
3291,13346.3,8748.8
3292,13119.5,8748.8
3293,13174.4,8748.8
3294,13694.3,8748.8
3295,12681.6,8748.8
3296,12986.7,8748.8
3297,12821.0,8748.8
3298,13587.9,8748.8
3299,13343.6,8748.8
3300,12862.9,8748.8
3301,13442.7,8748.8
3302,13497.1,8748.8
3303,12635.4,8748.8
3304,13148.8,8748.8
3305,12542.4,8748.8
3306,13516.5,8748.8
3307,13218.1,8748.8
3308,13420.5,8748.8
3309,13007.8,8748.8
3310,12945.3,8748.8
3311,13572.0,8748.8
3312,12736.1,8748.8
3313,13367.8,8748.8
3314,13272.2,8748.8
3315,13182.8,8748.8
3316,13190.6,8748.8
3317,12809.8,8748.8
3318,13816.4,8748.8
3319,13474.8,8748.8
3320,12931.1,8748.8
3321,13539.3,8748.8
3322,13068.0,8748.8
3323,13485.8,8748.8
3324,13017.8,8748.8
3325,13684.1,8748.8
3326,13281.6,8748.8
3327,13639.6,8748.8
3328,12855.4,8748.8
3329,13196.8,8748.8
3330,13060.1,8748.8
3331,13418.3,8748.8
3332,12467.6,8748.8
3333,13036.9,8748.8
3334,13301.5,8748.8
3335,12837.5,8748.8
3336,13337.6,8748.8
3337,12679.0,8748.8
3338,13089.0,8748.8
3339,12786.0,8748.8
3340,13254.6,8748.8
3341,13065.0,8748.8
3342,13416.6,8748.8
3343,12826.1,8748.8
3344,12843.4,8748.8
3345,12962.4,8748.8
3346,13140.7,8748.8
3347,12818.6,8748.8
3348,12877.3,8748.8
3349,13118.1,8748.8
3350,13352.8,8748.8
3351,13097.8,8748.8
3352,13343.3,8748.8
3353,12705.6,8748.8
3354,13349.5,8748.8
3355,13208.5,8748.8
3356,13500.4,8748.8
3357,13559.8,8748.8
3358,13056.2,8748.8
3359,12936.0,8748.8
3360,13569.9,8748.8
3361,12877.4,8748.8
3362,12624.1,8748.8
3363,13575.8,8748.8
3364,13414.6,8748.8
3365,13143.0,8748.8
3366,12748.0,8748.8
3367,13489.3,8748.8
3368,12961.7,8748.8
3369,13481.0,8748.8
3370,13492.8,8748.8
3371,12849.9,8748.8
3372,13702.5,8748.8
3373,13600.3,8748.8
3374,13214.1,8748.8
3375,13234.8,8748.8
3376,12954.3,8748.8
3377,12884.5,8748.8
3378,13109.9,8748.8
3379,13366.8,8748.8
3380,13058.7,8748.8
3381,12908.9,8748.8
3382,12778.8,8748.8
3383,12538.8,8748.8
3384,12353.5,8748.8
3385,13859.5,8748.8
3386,13255.0,8748.8
3387,13209.9,8748.8
3388,12775.5,8748.8
3389,12961.9,8748.8
3390,13241.2,8748.8
3391,13068.2,8748.8
3392,13262.7,8748.8
3393,13792.3,8748.8
3394,13150.4,8748.8
3395,13042.7,8748.8
3396,13465.2,8748.8
3397,12944.4,8748.8
3398,13197.5,8748.8
3399,13364.7,8748.8
3400,13473.3,8748.8
3401,13851.0,8748.8
3402,13006.4,8748.8
3403,13320.2,8748.8
3404,13081.6,8748.8
3405,12969.5,8748.8
3406,12672.9,8748.8
3407,12888.1,8748.8
3408,13028.3,8748.8
